ID	m/z	Ion mode	Retention time (min)	SnF2-1	SnF2-2	SnF2-3	NaF-1	NaF-2	NaF-3	control-1	control-2	control-3	Compound ID	Adducts	Formula	Score	Fragmentation Score	¦¤ppm	Metabolites
4.68_288.2522n	253.238376	pos	4.683383333	163.6285419	178.6933147	210.5699346	258.8790132	201.5223753	152.7569813	161.7723649	157.2539002	176.6062092							
4.75_357.2141n	358.2213994	pos	4.75365	424.0749712	858.7772697	500.364637	526.0698811	603.5674977	418.691488	206.5178381	227.9519184	438.6704475							
4.75_887.4406n	888.4478786	pos	4.75365	1147.445973	1015.56199	1248.464939	1281.354986	1114.350436	1130.657197	1240.661481	1230.121138	1219.835394							
4.76_850.0281n	851.0353962	pos	4.764466667	629.9299516	571.1314482	659.7857182	648.1631715	603.8143052	541.5078717	571.9923489	570.4260566	594.200396							
4.80_401.2398n	419.2733715	pos	4.800666667	540.5781005	991.6641028	578.8158812	616.8777685	757.2550371	559.2368383	317.2823179	309.8894323	508.1576022							
3.74_313.1718n	627.3478174	pos	3.74105	61712.97737	69784.49952	65268.39504	65166.16491	67801.94225	66057.44314	62364.96568	64425.84091	65388.4012							
3.72_450.7274n	902.459453	pos	3.71945	22042.57777	24479.75831	22636.19444	24426.16218	24129.59012	23658.38167	22811.26658	22452.38132	23843.59452							
4.85_488.3399n	511.3290746	pos	4.847266667	1405.807061	1464.512791	1290.963636	1326.400477	1379.378163	1206.034224	1310.320439	1186.111585	1212.628978							
4.87_895.0197n	896.0270077	pos	4.870483333	544.0481214	397.5556389	510.6718321	495.6663618	518.4335722	531.8861244	501.6163841	556.5828639	519.1795927							
4.88_828.9837n	829.9909919	pos	4.881016667	787.2257784	666.1051386	859.6640536	914.7701053	707.2917056	785.0203539	808.2248929	749.955357	775.6138133							
4.90_668.0632n	691.082406	pos	4.9044	291.9741289	260.5554325	331.4432383	276.2518826	259.426039	254.7814352	224.4736781	258.7969936	204.3547844							
4.90_387.3095n	426.2605402	pos	4.9044	340.8538831	399.1860576	379.1329178	386.0097552	329.4251254	350.8883086	312.485072	317.8474918	342.8097773							
3.70_458.2735n	939.5312008	pos	3.697733333	1031.941835	1985.611161	1453.153775	1488.136878	1281.218995	1415.446821	1376.642037	1219.396349	1767.368753							
4.96_317.2924n	318.2996985	pos	4.959816667	30399.77346	57355.1983	33019.73476	32836.12496	36953.9621	37855.87188	33639.6018	35603.33093	31597.04215							
4.97_592.5560n	631.5411604	pos	4.96965	495.2543612	1936.310583	799.905184	689.19228	759.5890657	425.3481558	318.0702487	315.3849878	384.7082465							
3.69_375.1801n	751.3637276	pos	3.687433333	204506.1679	245142.3791	218317.2809	222694.0497	231088.1354	220290.6036	213001.705	218429.6316	222362.6753							
1.26_422.2367n	445.2374979	pos	1.259116667	643.17699	765.1031849	681.3393408	650.2220261	774.6336027	683.3270064	546.1055871	558.3305557	541.2998358							
1.28_339.1775n	717.3176283	pos	1.2816	2941.114873	4192.678064	3360.538463	3247.143066	3861.120403	3450.953724	3035.212681	3222.717447	3165.996421							
5.03_555.3207n	578.3378851	pos	5.03315	1266.114667	1150.340385	1395.676598	1283.58876	1136.215794	1109.283245	1036.721921	1184.001193	1076.122074							
1.27_221.1006n	460.2352756	pos	1.269683333	1459.464505	1818.126079	1511.134851	1501.945652	1672.134477	1672.501142	1408.99462	1288.906448	1471.140637							
5.07_491.3336n	509.3674014	pos	5.068183333	518.5836769	962.0683159	544.1911661	698.0299393	633.6086236	536.8483445	501.7500138	576.7823614	632.9512417							
5.08_807.9741n	830.9924796	pos	5.07875	554.8641085	392.4451644	518.7140095	509.1246501	361.4165539	475.170231	428.4753841	572.4032159	570.9547243							
5.11_731.4627n	754.4838527	pos	5.113483333	14266.23915	14968.55796	14841.16001	14735.05528	13140.03096	12765.19045	12575.16087	12667.48943	12704.40749							
