3341.3162	0
3339.7544	0
3338.1924	0
3336.6301	0
3335.0674	0
3333.5046	0
3331.9414	0
3330.3777	383.20972
3328.8137	783.85944
3327.2498	849.6944
3325.6851	157.02361
3324.1204	719.15436
3322.5552	62.571957
3320.9897	-926.56836
3319.4238	-1550.9583
3317.8564	-545.49426
3316.29	-94.085136
3314.7231	294.89612
3313.1563	50.246338
3311.5889	-304.96463
3310.021	171.44266
3308.4531	157.19855
3306.8848	245.19553
3305.3162	23.75704
3303.7456	694.89209
3302.1765	618.68976
3300.6069	-323.06998
3299.0369	-528.39685
3297.4668	-44.201294
3295.8962	374.48889
3294.3252	207.9873
3292.7527	-150.42824
3291.1812	-698.35999
3289.6094	-638.76038
3288.0371	-39.407345
3286.4648	-166.7453
3284.8921	-158.2851
3283.3174	109.35259
3281.7439	334.80603
3280.1702	-310.96277
3278.5962	301.41882
3277.0217	947.38379
3275.4456	267.38257
3273.8706	67.181183
3272.2954	-281.73114
3270.7197	-138.4837
3269.1423	-561.07745
3267.5659	-378.7515
3265.9893	-241.43491
3264.4124	-316.12711
3262.8337	296.31607
3261.2561	289.11331
3259.6782	456.51083
3258.1001	747.18866
3256.52	532.88379
3254.9412	-150.32063
3253.3621	-338.83383
3251.781	-549.78436
3250.2012	-432.02414
3248.6211	-412.42102
3247.0405	-406.02905
3245.4583	-955.77368
3243.8772	-810.21411
3242.2959	-530.27393
3240.7126	178.30954
3239.1306	-22.412485
3237.5481	685.22491
3235.9639	499.56448
3234.3809	148.53358
3232.7976	364.41669
3231.2124	739.55768
3229.6284	351.94739
3228.0425	388.17029
3226.458	64.040901
3224.873	106.59644
3223.2861	-301.98279
3221.7007	-202.33913
3220.113	104.39207
3218.5269	190.86263
3216.9404	6.6296668
3215.3518	28.516199
3213.7646	-384.92896
3212.1755	-230.93019
3210.5879	-533.99646
3208.9995	13.136735
3207.4097	187.5865
3205.8208	-301.05359
3204.23	260.43454
3202.6406	323.04291
3201.0493	193.69777
3199.4592	-66.026665
3197.8672	464.9473
