3341.3162	0
3339.7544	0
3338.1924	0
3336.6301	0
3335.0674	0
3333.5046	0
3331.9414	0
3330.3777	170.86078
3328.8137	519.56897
3327.2498	332.86063
3325.6851	280.86343
3324.1204	45.327572
3322.5552	10.985776
3320.9897	-32.161823
3319.4238	43.938313
3317.8564	-180.97916
3316.29	80.24852
3314.7231	48.582878
3313.1563	-20.257082
3311.5889	-212.75937
3310.021	-70.162041
3308.4531	-327.01178
3306.8848	40.509171
3305.3162	-134.39243
3303.7456	107.76313
3302.1765	278.08954
3300.6069	547.23309
3299.0369	48.567371
3297.4668	-202.13159
3295.8962	-128.66278
3294.3252	-377.08163
3292.7527	-294.63916
3291.1812	373.53583
3289.6094	181.54524
3288.0371	-187.00157
3286.4648	-88.417419
3284.8921	-70.944931
3283.3174	-544.35632
3281.7439	-288.98737
3280.1702	-11.051596
3278.5962	-675.80182
3277.0217	-719.96271
3275.4456	-582.63708
3273.8706	-61.72892
3272.2954	-257.23206
3270.7197	109.5703
3269.1423	112.39286
3267.5659	793.66541
3265.9893	455.81912
3264.4124	773.4538
3262.8337	684.37347
3261.2561	-140.1945
3259.6782	326.04877
3258.1001	295.03625
3256.52	-278.7403
3254.9412	-220.90656
3253.3621	-975.37726
3251.781	-610.61713
3250.2012	36.877563
3248.6211	281.40424
3247.0405	644.13513
3245.4583	879.29266
3243.8772	554.50104
3242.2959	557.51086
3240.7126	-143.61571
3239.1306	-913.68744
3237.5481	-686.7475
3235.9639	-1007.4208
3234.3809	-927.14404
3232.7976	-841.8092
3231.2124	-402.41418
3229.6284	693.55353
3228.0425	999.40741
3226.458	1227.0498
3224.873	1327.4937
3223.2861	1203.3441
3221.7007	530.96863
3220.113	-500.59167
3218.5269	-1283.6945
3216.9404	-1065.9485
3215.3518	-483.09665
3213.7646	-174.03691
3212.1755	18.030901
3210.5879	-142.72029
3208.9995	-44.367569
3207.4097	615.77582
3205.8208	788.06818
3204.23	778.33997
3202.6406	547.31317
3201.0493	-80.080475
3199.4592	-833.44141
