3341.1133	2815.3333
3339.5518	3160.6667
3337.9897	3027
3336.4272	3073.3333
3334.8647	3107.3333
3333.3018	3107
3331.7383	3403.6667
3330.1748	3250.6667
3328.6108	3213
3327.0466	3088.6667
3325.4819	3135.3333
3323.9172	3194.6667
3322.3521	3322.3333
3320.7864	3290.3333
3319.2207	3190.3333
3317.6545	3115.3333
3316.0881	3105.3333
3314.5212	3148
3312.9526	3203
3311.3853	3088.3333
3309.8176	3164.3333
3308.2495	3033.3335
3306.6812	3299.3335
3305.1125	3048
3303.5435	3249.3333
3301.9741	3110.3333
3300.4031	2992.6667
3298.8333	3211.3333
3297.2629	3016.3333
3295.6924	3186.6667
3294.1213	3105.3333
3292.5503	3221.6667
3290.9788	3121.3333
3289.4053	3021.3333
3287.8333	3215
3286.2607	3142.3335
3284.6877	3113.3333
3283.1147	3202.3333
3281.5398	3265.6667
3279.9661	3304.3333
3278.3918	3381.3335
3276.8174	3182.3333
3275.2427	3349.3333
3273.6663	2930
3272.0908	3222
3270.5151	3072.6667
3268.9392	3107
3267.3613	3214.6667
3265.7847	3200.3333
3264.2078	3260.6667
3262.6304	2921.6667
3261.0513	3382.6667
3259.4734	3221
3257.8953	2975.3333
3256.3167	3027.3333
3254.7363	2941.3333
3253.157	3081.3333
3251.5774	3038.6667
3249.9961	2921.6667
3248.416	3181
3246.8354	3127.3333
3245.2532	3153.3333
3243.6721	2850
3242.0906	3081
3240.5088	2921
3238.925	3058.3333
3237.3428	3082.3333
3235.7585	3124.3333
3234.1755	3024
3232.592	2907.3333
3231.0068	2989.3333
3229.4229	3060.6667
3227.8384	3140
3226.2522	3034
3224.6672	3041.6667
3223.0818	2809
3221.4949	2852
3219.9087	3015.3333
3218.321	2771
3216.7344	3120.3333
3215.1475	2766.6667
3213.5586	2914.6667
3211.9712	3047.6667
3210.3816	2727.6667
3208.7935	2694.3335
3207.2034	3033.6667
3205.6145	2836.6667
3204.0237	2913.3333
3202.4343	2627.3335
3200.8445	2786.6667
3199.2527	2976
3197.6621	2829
3196.0698	2836.3333
3194.4788	2786
3192.8857	3009.3333
3191.2939	2947.6667
3189.7002	2810.3335
3188.1079	2762.3333
3186.5137	2870.3333
3184.9204	2928.6667
3183.3254	2781.6667
3181.7317	3084.6667
3180.1362	2807.6667
3178.5417	2967
3176.9456	2866
3175.3506	2886
3173.7537	2848.6667
3172.1565	2997.6667
3170.5603	3024
3168.9624	2628
3167.3657	2811.3333
3165.7673	2971.3333
3164.1699	2867.6667
3162.5708	2868.6667
3160.9712	2981
3159.373	2815.3333
3157.7727	2834
3156.1738	2756.3333
3154.573	3009
3152.9719	2809.3335
3151.3718	2642.6665
3149.77	2685.6667
3148.1694	2872.3333
3146.5671	2917
3144.9644	3051.6667
3143.3628	2852
3141.7593	2893.6667
3140.1555	2889.3333
3138.553	2758.3333
3136.9485	2707
3135.3438	2822.6667
3133.7402	2777
3132.1348	2735.6667
3130.5291	2896.3333
3128.9246	2863
3127.3181	2946
3125.7114	2766.6667
3124.1057	2747.3333
3122.4985	3032.3335
3120.8909	2823.6667
3119.2827	2896.3335
3117.6758	2678.3335
3116.0671	2961
3114.458	2818.3333
