3341.1133	2126.3333
3339.5518	2206
3337.9897	2040.6666
3336.4272	2089.3333
3334.8647	2152.3333
3333.3018	1931.3334
3331.7383	2300
3330.1748	2074.6667
3328.6108	2147.6667
3327.0466	2180
3325.4819	2174.6667
3323.9172	2236
3322.3521	2105.6667
3320.7864	2219.3333
3319.2207	2053
3317.6545	2312
3316.0881	2274.6665
3314.5212	2176
3312.9526	2295.6667
3311.3853	2299.6665
3309.8176	2313
3308.2495	2105
3306.6812	2331.6667
3305.1125	2203.3333
3303.5435	2138.6667
3301.9741	2299.3333
3300.4031	2093.6667
3298.8333	2019
3297.2629	2115.3333
3295.6924	2393.6667
3294.1213	2056.6667
3292.5503	2190.6667
3290.9788	2252
3289.4053	2159.6667
3287.8333	2256.3335
3286.2607	2207.3335
3284.6877	2158.6665
3283.1147	2046
3281.5398	2210.6667
3279.9661	2068.3333
3278.3918	2040.3334
3276.8174	2051
3275.2427	2195.6667
3273.6663	2320.3333
3272.0908	2303
3270.5151	2100.6665
3268.9392	2103.6665
3267.3613	2148
3265.7847	2101.3335
3264.2078	2075.6667
3262.6304	2130.6665
3261.0513	2200.6667
3259.4734	2310.6667
3257.8953	2126.6665
3256.3167	2251.3333
3254.7363	2110
3253.157	2186.3333
3251.5774	2067.3333
3249.9961	2066.6667
3248.416	2072
3246.8354	2009.6667
3245.2532	2261.3333
3243.6721	2033.3333
3242.0906	2054
3240.5088	2251.3335
3238.925	2046.3333
3237.3428	2028
3235.7585	1990
3234.1755	2021.3333
3232.592	1945.3334
3231.0068	1780.6667
3229.4229	2197.6665
3227.8384	2060
3226.2522	2068.3333
3224.6672	2119
3223.0818	2048.3335
3221.4949	2052.6667
3219.9087	1899.6667
3218.321	2025.3334
3216.7344	2075
3215.1475	2097
3213.5586	1833
3211.9712	1955.6666
3210.3816	1973
3208.7935	1999.6667
3207.2034	1913
3205.6145	1931.3334
3204.0237	1925.3333
3202.4343	2062.6667
3200.8445	1945
3199.2527	1882
3197.6621	2128.3335
3196.0698	2036
3194.4788	2010.6667
3192.8857	1998.3334
3191.2939	1776.3333
3189.7002	1833.6667
3188.1079	1889
3186.5137	2128.3335
3184.9204	1942
3183.3254	1883.6666
3181.7317	1968.6666
3180.1362	1751
3178.5417	1768
3176.9456	1807.3333
3175.3506	2057
3173.7537	1783.6666
3172.1565	1975.3333
3170.5603	1845.3333
3168.9624	1771.3333
3167.3657	1975.6667
3165.7673	1870
3164.1699	1884.3333
3162.5708	1867
3160.9712	1869.6667
3159.373	2055
3157.7727	1983
3156.1738	1765.6667
3154.573	1872
3152.9719	1923.6667
3151.3718	1856
3149.77	1944
3148.1694	1832.3333
3146.5671	2061
3144.9644	1725.6667
3143.3628	1826.3333
3141.7593	1704.3333
3140.1555	1947.6667
3138.553	1959.3333
3136.9485	1744.6667
3135.3438	2032
3133.7402	1935.3333
3132.1348	2046.6667
3130.5291	1972
3128.9246	2058.6667
3127.3181	1703
3125.7114	1852
3124.1057	1978
3122.4985	1799.6667
3120.8909	2010
3119.2827	1938
3117.6758	1883.3334
3116.0671	1675
3114.458	1852.6666
3112.8503	2067
3111.2405	1839
3109.6306	1992.3333
3108.0203	1945
3106.4111	1924.3333
3104.8	1921.3333
3103.1887	1955
3101.5771	2005.6667
3099.9651	1584.3333
3098.3542	1930.6667
3096.7415	1817.3333
3095.1287	1952
3093.5151	1842.3334
3091.9031	1837.6667
3090.2891	1914.6667
3088.6748	2184.6667
3087.0601	1962.6667
3085.4451	1997.3334
3083.8298	1881.3334
3082.2156	2140.6667
3080.5996	2036
3078.9834	2084.3333
3077.3667	1861.6667
3075.7498	2005.6667
3074.1326	2071
3072.5164	1985.6666
3070.8984	2025
3069.28	2063.3333
3067.6614	1971.6667
3066.0425	2101.6667
3064.4231	2172
3062.8035	2240
3061.1836	2259
3059.5632	2066.6665
3057.9441	2221
3056.323	2114
3054.7017	2086
3053.0801	2158
3051.4583	2043.3333
3049.8359	2268
3048.2131	2142
3046.5903	2013.3333
3044.9668	1979
3043.3433	2224.3333
3041.7192	1994.6666
3040.095	1937
3038.4702	1887.6666
3036.8452	2061
3035.22	2032.6666
3033.5942	1903.3334
3031.9683	2162.3333
3030.342	2144.6667
3028.7153	2038
3027.0884	2175.3333
3025.4609	2050
3023.8333	2066
3022.2053	2145.6665
3020.5769	2206
3018.9482	2223
3017.3193	2197
3015.6899	2326.6667
3014.0603	2473.6665
3012.4302	2455.6667
3010.7998	2441
3009.1692	2524.6667
3007.5381	2558.6667
3005.9067	2576.3333
3004.2749	2645
3002.6428	2953.6665
3001.0105	2894
2999.3779	2981.3333
2997.7449	2956.3333
2996.1099	3184.3333
2994.4761	3019.3333
2992.842	3315
2991.2075	3403.6667
2989.5728	3333.6665
2987.9377	3915
2986.3022	3647.3333
2984.6665	3863.6667
2983.0291	3902.6667
2981.3926	3981
2979.7556	3758
2978.1187	4164
2976.4812	3977.6665
2974.8433	4384
2973.2051	4109.6665
2971.5652	4472.6665
2969.9263	4416.3335
2968.2871	4482
2966.6477	4311.6665
2965.0078	4534.6665
2963.3677	4728.6665
2961.7256	4566
2960.0847	4497.3335
2958.4436	4772.3335
2956.802	4752.6665
2955.1587	4715.3335
2953.5164	4830.6665
2951.8738	5112.6665
2950.231	5193.6665
2948.5876	5201.3335
2946.9426	5247.3335
2945.2986	5733.3335
2943.6545	5658.3335
2942.0098	5788
2940.3633	6246
2938.718	5975
2937.0725	6182
2935.425	6160.6665
2933.7786	6218
2932.1321	6206.6665
2930.4849	5892.3335
2928.8362	5752
2927.1885	5876.3335
2925.5403	5831.6665
2923.8904	5705.6665
2922.2417	5789.6665
2920.5928	5849.6665
2918.9419	5301
2917.292	5665.6665
2915.6421	5271.3335
2913.99	5095
2912.3394	5208
2910.6882	5077.6665
2909.0352	4886.3335
2907.3833	4954
2905.7312	4919.6665
2904.0771	4888
2902.4243	4647.6665
2900.7712	4439.3335
2899.1162	4724.3335
2897.4624	4619.6665
2895.8066	4670.6665
2894.1521	4219.6665
2892.4971	4383
2890.8403	4475.6665
2889.1848	4458
2887.5273	4297.6665
2885.8711	4281.3335
2884.2144	4174.6665
2882.5559	4257.6665
2880.8987	4051.6667
2879.2395	4017
2877.5813	4228.6665
2875.9214	3638
2874.2627	3904.6665
2872.6023	3890.3333
2870.9429	3987.6665
2869.2815	3623
2867.6216	3336
2865.9612	3282
2864.2988	3206
2862.6377	3219.6665
2860.9746	3090
2859.3127	3039.6665
2857.6492	2803.3333
2855.9866	2918.6667
2854.3223	2662
2852.6592	2629.3333
2850.9939	2758.3335
2849.3286	2584.3333
2847.6643	2506.6665
2845.9983	2659.6665
2844.3333	2458.3335
2842.6665	2248
2841.0007	2203.3333
2839.3333	1998.3333
2837.667	2049.3333
2835.9988	2180.6665
2834.3301	1903.3333
2832.6628	2012.6666
2830.9934	1884
2829.3254	1778
2827.6555	1848
2825.9868	1826.3334
2824.3162	1834.3334
2822.645	1980.6667
2820.9753	1744.3334
2819.3035	1788.3334
2817.6331	1747
2815.9607	1792
2814.2878	1828
2812.6162	1725.3333
2810.9429	1746.3333
2809.269	1945
2807.5964	1830
2805.9219	1684
2804.2471	1716.3333
2802.5732	1830.6667
2800.8977	1544
2799.2219	1658
2797.5471	1773.6667
2795.8706	1894.6667
2794.1936	1766.3334
2792.5178	1792
2790.8401	1613
2789.1621	1684.6666
2787.4854	1626.6667
2785.8066	1696.6667
2784.1274	1697.6667
2782.448	1641
2780.7698	1692.6667
2779.0896	1666.3334
2777.4092	1667.6667
2775.73	1694
2774.0486	1582.6667
2772.3672	1729.6666
2770.6853	1580
2769.0046	1597.3333
2767.322	1720
2765.6389	1624.6666
2763.9556	1667.6666
2762.272	1697.3333
2760.5896	1734
2758.9053	1638
2757.2205	1722
2755.5354	1572.3333
2753.8499	1794.3333
2752.1658	1680.6667
2750.4795	1615.6666
2748.793	1797.6667
2747.1062	1662.6667
2745.4189	1744.3333
2743.7329	1700
2742.0452	1756
2740.3567	1762.6667
2738.6682	1684.6667
2736.9792	1660
2735.2898	1535.3334
2733.6018	1734.3333
2731.9116	1674.3334
2730.2212	1691.6667
2728.5305	1565
2726.8394	1528.6667
2725.1479	1664.6667
2723.4561	1697.3333
2721.7639	1840.6667
2720.073	1701.3334
2718.3799	1547
2716.6868	1657.6667
2714.9932	1534.6667
2713.2991	1475.6667
2711.6047	1736.6667
2709.9102	1518
2708.2151	1553.3333
2706.5198	1622.3334
2704.824	1545.3334
2703.1279	1696.6667
2701.4314	1724.3333
2699.7346	1477.3334
2698.0374	1714
2696.3398	1713.3333
2694.6436	1598.3333
2692.9453	1564.6666
2691.2466	1488.6666
2689.5476	1542.3333
2687.8484	1458.3334
2686.1487	1508.6666
2684.4485	1567.3333
2682.748	1649
2681.0474	1495.6667
2679.3462	1547.3333
